airport,year,month,vsby,tmpf,p01i,sknt,weather_delay,elevation
JFK,2024,8,9.532610283377155,75.25965317919075,32.4381,8.350995504174694,2120.0,13.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,713.0,125.0
SFO,2024,8,9.494245195766108,60.58708891595615,0.3603,9.167622598221968,669.0,13.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,16387.0,1026.0
DEN,2024,8,9.581926380368099,74.17551487414188,6.8756,8.20934740469524,887.0,5431.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,459.0,607.0
JFK,2024,8,9.532610283377155,75.25965317919075,32.4381,8.350995504174694,2646.0,13.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,2024.0,125.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,277.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,991.0,680.0
SFO,2024,8,9.494245195766108,60.58708891595615,0.3603,9.167622598221968,280.0,13.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,662.0,1026.0
DEN,2024,8,9.581926380368099,74.17551487414188,6.8756,8.20934740469524,1098.0,5431.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,486.0,607.0
JFK,2024,8,9.532610283377155,75.25965317919075,32.4381,8.350995504174694,50.0,13.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,11.0,125.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,381.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,247.0,680.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,46.0,125.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,244.0,680.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,337.0,1026.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,2151.0,607.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,1475.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,4115.0,680.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,990.0,1026.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,751.0,607.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,331.0,125.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,282.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,1160.0,680.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,146.0,1026.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,767.0,607.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,4306.0,1026.0
DEN,2024,8,9.581926380368099,74.17551487414188,6.8756,8.20934740469524,6648.0,5431.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,3040.0,607.0
JFK,2024,8,9.532610283377155,75.25965317919075,32.4381,8.350995504174694,1921.0,13.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,2154.0,125.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,7226.0,680.0
SFO,2024,8,9.494245195766108,60.58708891595615,0.3603,9.167622598221968,1314.0,13.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,202.0,680.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,1632.0,1026.0
DEN,2024,8,9.581926380368099,74.17551487414188,6.8756,8.20934740469524,8054.0,5431.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,1331.0,607.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,3041.0,125.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,735.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,7071.0,680.0
SFO,2024,8,9.494245195766108,60.58708891595615,0.3603,9.167622598221968,3551.0,13.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,1101.0,1026.0
DEN,2024,8,9.581926380368099,74.17551487414188,6.8756,8.20934740469524,3267.0,5431.0
LAX,2024,8,9.456133580323145,69.15465393794749,0.0001,6.205275229357798,431.0,125.0
MIA,2024,8,9.787317300715248,83.95484913793103,111.4091,5.9239836950534315,353.0,8.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,59.0,680.0
SFO,2024,8,9.494245195766108,60.58708891595615,0.3603,9.167622598221968,220.0,13.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,107.0,1026.0
DFW,2024,8,9.967224979321754,88.34196078431373,3.9511,7.480630216135245,147.0,607.0
ATL,2024,8,9.853133430172235,81.18785625774473,8.0311,6.099073874650011,200.0,1026.0
JFK,2024,8,9.532610283377155,75.25965317919075,32.4381,8.350995504174694,3159.0,13.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,547.0,680.0
ORD,2024,8,9.835631947303417,74.42137592137593,20.3536,6.005153484203451,2968.0,680.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,2013.0,1026.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1489.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,1488.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,1107.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,16889.0,607.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1674.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,2481.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,5416.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,7819.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,1626.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,6.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,8.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,64.0,607.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,326.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,302.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,43.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,25.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,648.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,13.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,20.0,5431.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1522.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,587.0,125.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,204.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,308.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,13129.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,556.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,800.0,607.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1016.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,1637.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,388.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,1367.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,583.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,192.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,411.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,490.0,607.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,124.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,426.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,11.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,92.0,125.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,1670.0,680.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,7079.0,607.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,1218.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,6852.0,680.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,541.0,1026.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,728.0,607.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,1107.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,458.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,1953.0,680.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,794.0,1026.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,1220.0,607.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,4968.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,5897.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,10502.0,607.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1691.0,13.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,8043.0,125.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,8347.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,1224.0,13.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,570.0,680.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,537.0,125.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,126.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,437.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,7043.0,5431.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,1509.0,607.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,2720.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,673.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,10224.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,2994.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,2687.0,1026.0
DEN,2024,7,9.773194815881507,75.662423500612,9.9123,8.062370062370062,3699.0,5431.0
LAX,2024,7,8.108755578093307,66.90399159663865,0.0,6.633663366336633,589.0,125.0
MIA,2024,7,9.919521953221173,84.93836930455636,45.9739,5.854019224675188,173.0,8.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,138.0,680.0
SFO,2024,7,9.47319587628866,62.43590391908976,0.0,9.128880526810912,275.0,13.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,213.0,1026.0
DFW,2024,7,9.901720595788392,84.04951690821257,22.0129,7.857020551708979,633.0,607.0
ATL,2024,7,9.59224924012158,80.10010493179433,103.1872,5.092245153220763,20.0,1026.0
JFK,2024,7,9.503816266425012,77.04958871915393,12.4253,7.657599201397554,1740.0,13.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,675.0,680.0
ORD,2024,7,9.640110735158412,74.29076212471132,44.4754,5.581616312586741,7084.0,680.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,377.0,607.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,183.0,1026.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,1658.0,13.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,185.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,1591.0,680.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,2471.0,680.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,1209.0,680.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,47.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,51.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,12548.0,607.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,1018.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,5582.0,680.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,539.0,1026.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,434.0,607.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,304.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,309.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,1975.0,680.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,407.0,1026.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,2125.0,607.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,3516.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,11573.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,9386.0,607.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,1315.0,13.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,4781.0,125.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,12036.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,327.0,13.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,660.0,680.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,53.0,125.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,476.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,6156.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,2126.0,607.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,1699.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,800.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,7508.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,3820.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,1246.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,5595.0,5431.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,622.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,256.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,453.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,63.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,59.0,1026.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,536.0,1026.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,1150.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,1650.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,555.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,25474.0,607.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,2377.0,13.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,2887.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,7632.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,9539.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,1800.0,13.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,426.0,5431.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,1796.0,13.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,165.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,418.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,27.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,413.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,312.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,61.0,5431.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,2181.0,13.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,1004.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,218.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,83.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,125.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,9729.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,372.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,568.0,607.0
JFK,2024,6,9.690008810572687,72.9892634207241,25.2027,8.314427157001415,2968.0,13.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,1585.0,125.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,757.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,1220.0,680.0
SFO,2024,6,9.646231046143777,59.32490221642764,0.00030000000000000003,9.468306990386182,139.0,13.0
ATL,2024,6,9.824359673024523,80.93987096774194,13.5215,5.938306866217297,328.0,1026.0
DEN,2024,6,9.914945652173913,73.49775561097256,2.6236,8.5635886423288,1047.0,5431.0
DFW,2024,6,9.838605868877496,82.66359338061466,34.163000000000004,7.867601078167117,333.0,607.0
MIA,2024,6,9.691911843948702,82.1920364050057,134.4766,6.288686753837408,18.0,8.0
ORD,2024,6,9.620283273867445,73.04329411764706,24.6154,7.418823529411765,1236.0,680.0
LAX,2024,6,9.01247569669475,64.54418604651163,0.0007,6.405122615803815,35.0,125.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,3005.0,680.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,91.0,1026.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,39405.0,607.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,2249.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,8967.0,680.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,643.0,1026.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,380.0,607.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,1293.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,439.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,337.0,680.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,87.0,1026.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,5977.0,607.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,5585.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,12180.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,20207.0,607.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,760.0,13.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,3257.0,125.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,22753.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,1687.0,13.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,2078.0,680.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,5.0,125.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,12.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,840.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,8519.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,2641.0,607.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,3101.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,1483.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,10388.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,5043.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,1672.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,3959.0,5431.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,1748.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,834.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,1009.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,708.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,542.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,67.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,1109.0,607.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,172.0,1026.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,1194.0,13.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,243.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,3850.0,680.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,12274.0,680.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,2197.0,1026.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,2563.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,1729.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,2239.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,64550.0,607.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,1285.0,13.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,3965.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,7286.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,10898.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,2044.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,14.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,128.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,186.0,607.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,32.0,13.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,73.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,378.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,204.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,370.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,26.0,1026.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,1128.0,13.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,466.0,125.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,537.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,97.0,13.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,820.0,5431.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,14946.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,473.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,1217.0,607.0
JFK,2024,5,9.310524111156518,61.82266666666667,22.6993,7.720677671589922,1653.0,13.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,2722.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,411.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,1055.0,680.0
SFO,2024,5,9.391207998350856,58.83057953144266,7.4105,8.676531314521679,621.0,13.0
ATL,2024,5,9.621908036539054,73.52555425904318,30.6572,5.593476870603283,690.0,1026.0
DEN,2024,5,9.930259380766865,56.77461077844312,12.8041,9.366011586958992,1615.0,5431.0
DFW,2024,5,9.478067964102047,75.90412060301509,68.8478,8.072233167226793,1507.0,607.0
LAX,2024,5,9.557801131770413,60.328354725787634,0.7101,6.837072712322331,18.0,125.0
MIA,2024,5,9.936851033206539,82.85813664596273,37.7725,7.053188080743351,38.0,8.0
ORD,2024,5,9.712234260016354,64.71628959276018,37.1652,7.090571726777224,322.0,680.0
