date,arr_delay,weather_delay,carrier_delay,nas_delay,tmpf,p01i,vsby,arr_flights
2012-02-01,2489.624792013311,97.02662229617304,878.4126455906822,569.3294509151415,,,,464826.0
2012-03-01,3940.232558139535,165.62790697674419,1274.7267441860465,862.1270764119602,,,,521628.0
2012-04-01,2786.2314814814813,121.90656565656566,1000.5244107744107,542.8232323232323,,,,505218.0
2012-05-01,3767.0403022670025,197.60873215785054,1199.0369437447523,878.2619647355164,,,,518423.0
2012-06-01,4605.220833333334,181.9375,1495.7616666666668,980.6883333333334,,,,526933.0
2012-07-01,6455.805743243243,321.0557432432432,1833.299831081081,1470.2035472972973,,,,545131.0
2012-08-01,5138.450833333333,185.43583333333333,1597.1491666666666,1111.13,,,,540793.0
2012-09-01,3560.7293233082705,91.71010860484544,1174.357560568087,871.7276524644946,,,,490199.0
2012-10-01,3794.8317757009345,76.34494477485131,1249.372132540357,928.6983857264231,,,,515254.0
2012-11-01,2860.3704318936875,83.0373754152824,996.8928571428571,593.3255813953489,,,,488006.0
2012-12-01,4974.75970272502,204.4128819157721,1492.842279108175,1097.7597027250206,,,,494218.0
2013-01-01,3602.291291291291,175.37762762762762,1174.454954954955,862.5608108108108,,,,509519.0
2013-02-01,3389.0120663650077,143.95927601809956,1067.6628959276018,844.3876319758673,,,,469746.0
2013-03-01,4292.544770504139,170.0571858540256,1254.2302483069977,1089.2332580887885,,,,552312.0
2013-04-01,4950.137751303053,201.32985852568876,1346.777364110201,1314.8116157855547,,,,536393.0
2013-05-01,4601.889811320755,196.4709433962264,1263.5079245283018,1202.079245283019,,,,548642.0
2013-06-01,6897.859248341931,374.99115696389094,1797.744288872513,1653.5246868091378,,,,552141.0
2013-07-01,6548.180045011253,257.3608402100525,1836.6504126031507,1628.4868717179295,,,,571623.0
2013-08-01,4520.559911242603,152.67603550295857,1369.9711538461538,1034.2329881656806,,,,562921.0
2013-09-01,3117.854383358098,117.69836552748886,957.0074294205052,754.0690936106984,,,,510806.0
2013-10-01,2970.625473843821,59.17437452615618,980.8468536770281,707.0735405610311,,,,535344.0
2013-11-01,2931.492570579495,81.31203566121843,961.4583952451709,666.6374442793463,,,,503296.0
2013-12-01,5829.2409992652465,285.58559882439386,1756.8501102130786,1244.929463629684,,,,516739.0
2014-01-01,6565.268146883006,493.6387702818104,2036.2519214346712,1261.0222032450897,,,,471949.0
2014-02-01,5067.648954703833,249.79094076655053,1535.009581881533,1193.212543554007,,,,430602.0
2014-03-01,4629.972318339101,141.67820069204151,1491.0181660899655,1011.1124567474048,,,,503758.0
2014-04-01,4253.847428073234,123.8456843940715,1298.1874455100262,1033.2136006974717,,,,483499.0
2014-05-01,5226.264150943396,232.15265866209262,1520.2967409948542,1281.2504288164666,,,,499278.0
2014-06-01,6561.1548223350255,321.3874788494078,1839.9060913705584,1513.3891708967851,,,,502617.0
2014-07-01,5877.5804794520545,273.26198630136986,1797.94948630137,1286.986301369863,,,,520880.0
2014-08-01,5145.449533502969,247.31128074639525,1553.9287531806615,1171.9482612383376,,,,507491.0
2014-09-01,3708.9430272108843,108.34013605442176,1133.9200680272108,1021.2440476190476,,,,469489.0
2014-10-01,4291.160621761658,114.06908462867013,1232.3557858376512,1223.0699481865286,,,,491011.0
2014-11-01,3948.6416083916083,135.87587412587413,1218.381993006993,976.7159090909091,,,,462054.0
2014-12-01,5117.13241616509,121.89595872742906,1604.6603611349958,1218.220120378332,,,,477183.0
2015-01-01,4633.6132879046,224.09454855195912,1454.9872231686543,1088.6328790459966,,,,469968.0
2015-02-01,4862.464193270061,354.8446937014668,1477.704918032787,1164.083692838654,,,,429191.0
2015-03-01,4713.093587521664,198.14644714038127,1575.9792027729636,1064.8986135181976,,,,504312.0
2015-04-01,4002.8665511265162,192.01906412478337,1291.675909878683,968.8275563258233,,,,485151.0
2015-05-01,4769.613157894737,295.2236842105263,1463.0877192982457,1100.5719298245615,,,,496993.0
2015-06-01,6251.755725190839,322.8999151823579,1947.6955046649703,1383.2637828668362,,,,503897.0
2015-07-01,5880.758747697974,214.05893186003684,1861.3066298342542,1237.0672191528545,,,,520718.0
2015-08-01,5148.0027497708525,243.62236480293308,1667.8258478460127,1168.288725939505,,,,510536.0
2015-09-01,3017.036663611366,125.61228230980751,1078.6351970669111,721.0091659028415,,,,464946.0
2015-10-01,3061.1542012927052,100.85410895660203,1113.5835641735919,741.1791320406279,,,,486165.0
2015-11-01,3683.4129443938014,170.4193254329991,1238.5642661804923,894.4886052871468,,,,467972.0
2015-12-01,5468.87725631769,295.0342960288809,1711.3086642599278,1161.9711191335741,,,,479230.0
2016-01-01,4093.4746772591857,199.6643495531281,1472.6782522343594,892.5680238331678,,,,445827.0
2016-02-01,4027.7096774193546,212.65423387096774,1287.399193548387,1027.0342741935483,,,,423889.0
2016-03-01,4847.028913260219,173.259222333001,1488.8544366899303,1298.8185443668992,,,,479122.0
2016-04-01,3776.974484789009,132.4494602551521,1263.954857703631,876.8684985279685,,,,461630.0
2016-05-01,4377.318136769079,222.86818632309217,1416.9692765113973,1016.3875123885035,,,,479358.0
2016-06-01,6225.9143968871595,299.2558365758755,1992.3599221789884,1327.7752918287938,,,,487637.0
2016-07-01,7946.738959764475,416.67222767419037,2451.3267909715405,1837.9666339548578,,,,502457.0
2016-08-01,6790.851063829788,269.15183752417795,2262.3539651837523,1583.529013539652,,,,498347.0
2016-09-01,3591.908912830558,142.2360430950049,1197.1341821743388,944.2477962781587,,,,454878.0
2016-10-01,3451.3929273084477,63.917485265225935,1179.3644400785854,930.8546168958743,,,,472626.0
2016-11-01,3190.487804878049,101.94926829268293,1098.76,792.6712195121951,,,,450938.0
2016-12-01,6485.736070381232,327.59824046920824,2079.9794721407625,1399.6275659824048,,,,460949.0
2017-01-01,6166.94319294809,322.3643486777669,1943.3428011753183,1506.3917727717924,,,,450017.0
2017-02-01,3783.5763209393344,162.08121330724072,1190.3727984344423,1002.2289628180039,,,,410517.0
2017-03-01,5320.911764705882,181.99803921568628,1663.085294117647,1359.4137254901962,,,,488597.0
2017-04-01,6314.189655172414,350.21743295019155,1916.8362068965516,1571.448275862069,,,,468329.0
2017-05-01,5938.601547388781,153.50580270793037,1743.0135396518376,1715.7562862669245,,,,486483.0
2017-06-01,6951.9477124183,298.5266106442577,2019.6330532212885,1735.9803921568628,,,,494266.0
2017-07-01,7065.429383886256,339.25497630331756,2088.78009478673,1721.5232227488152,,,,509070.0
2017-08-01,6107.745335820896,251.13059701492537,1843.5158582089553,1476.8358208955224,,,,510451.0
2017-09-01,3349.360687022901,133.27862595419847,1142.1507633587787,849.8721374045801,,,,458727.0
2017-10-01,4075.863504356244,97.99128751210068,1369.9583736689256,1070.5304937076476,,,,479797.0
2017-11-01,2872.296296296296,74.35575048732943,1052.1851851851852,658.32261208577,,,,454162.0
2017-12-01,5064.990583804143,311.6290018832392,1677.557438794727,1136.180790960452,,,,464205.0
2018-01-01,3498.161941374339,242.79913503123498,1132.1090821720327,726.8630466122057,,,,621398.0
2018-02-01,3409.0865907966354,207.19544779811974,1019.9678377041068,803.8065314200891,,,,566931.0
2018-03-01,3094.5807560137455,128.67501227295043,1059.4035346097203,679.7903780068729,,,,665822.0
2018-04-01,3403.906460945034,141.74831243973,1038.9918032786886,848.2521697203472,,,,649023.0
2018-05-01,4319.672990514228,252.527708437344,1238.7663504742886,1083.8846729905142,,,,671734.0
2018-06-01,4789.339410939691,275.4025245441795,1404.5988779803647,1099.1767180925667,,,,682014.0
2018-07-01,5188.212621359224,321.8922330097087,1439.7567961165048,1251.2101941747574,,,,701883.0
2018-08-01,5350.68438538206,300.0080683436165,1450.859990507831,1430.8058851447556,,,,693782.0
2018-09-01,3317.784323271665,194.91090555014605,969.5925024342746,895.1061343719572,,,,637630.0
2018-10-01,3229.752026704816,143.33524082021935,999.1168335717692,795.89556509299,,,,670117.0
2018-11-01,3701.964438122333,186.48032242769085,1097.7714556661924,931.0673304883832,,,,639038.0
2018-12-01,3449.215284249767,172.58713886300094,1106.3863000931967,769.574091332712,,,,649325.0
2019-01-01,3777.0585480093678,242.01264637002342,1102.2295081967213,1008.7456674473068,,,,638649.0
2019-02-01,4449.765325670498,298.4985632183908,1307.153735632184,1077.9391762452108,,,,582966.0
2019-03-01,3564.0167441860467,142.17209302325583,1236.4213953488372,713.6693023255814,,,,689221.0
2019-04-01,3986.997607655502,216.15598086124402,1243.9224880382776,904.9755980861244,,,,668259.0
2019-05-01,4625.195145168967,293.9647786768206,1317.060923369824,1115.8591147072823,,,,694311.0
2019-06-01,5556.978280542987,306.67330316742084,1561.5552036199094,1339.3990950226244,,,,694469.0
2019-07-01,5286.304730983303,351.8413729128015,1559.2513914656772,1234.4512987012988,,,,717684.0
2019-08-01,4776.502934537246,251.51331828442437,1404.9995485327313,1202.247855530474,,,,717456.0
2019-09-01,2923.998109640832,125.15359168241966,924.1592627599243,787.1006616257089,,,,660712.0
2019-10-01,3384.3092592592593,124.9587962962963,1066.4893518518518,839.774537037037,,,,692944.0
2019-11-01,2821.192893401015,115.06783571758191,969.7009690816798,593.9598523304107,,,,655072.0
2019-12-01,4245.3580357142855,190.68303571428572,1301.8754464285714,946.1,,,,679941.0
2020-01-01,2703.3415077202544,185.0431425976385,1010.0399636693915,591.8855585831062,,,,660556.0
2020-02-01,3020.913993491399,173.41701534170153,1024.7619711761972,712.189679218968,,,,623103.0
2020-03-01,1622.3269406392694,51.08721461187215,635.789497716895,382.2739726027397,,,,701274.0
2020-04-01,317.6258798050893,14.418516513264754,200.2203573362209,51.72983216025988,,,,331238.0
2020-05-01,303.8126477541371,19.000591016548462,158.10579196217495,57.5774231678487,,,,192412.0
2020-06-01,609.8496598639456,66.1374149659864,290.8489795918367,110.07074829931973,,,,237264.0
2020-07-01,1191.5110579796772,115.98864315600717,524.4375373580394,235.5857740585774,,,,370859.0
2020-08-01,1100.9251824817518,122.97992700729927,477.6240875912409,234.52980535279806,,,,398470.0
2020-09-01,734.4679487179487,66.9481351981352,361.8484848484849,134.23717948717947,,,,345294.0
2020-10-01,1134.0606971153845,94.72415865384616,511.43810096153845,222.05228365384616,,,,374538.0
2020-11-01,985.3984696880518,59.71630370806357,474.67628016480285,191.84579164214244,,,,389587.0
2020-12-01,1513.9541130386121,120.92613318410744,667.17683268047,345.38556239507557,,,,397802.0
2021-01-01,1363.4305711086226,140.24188129899215,546.8135498320269,347.7922732362822,,,,379384.0
2021-02-01,1865.5302245250432,308.6298215313759,694.9815774323546,421.20610247553253,,,,350170.0
2021-03-01,1583.8180815876517,98.64663726571114,715.6212789415656,305.1973539140022,,,,467126.0
2021-04-01,1776.5900826446282,120.95206611570248,740.6099173553719,356.835261707989,,,,473936.0
2021-05-01,2421.970635344367,204.48958889482114,949.8910838227442,451.03363587827016,,,,520059.0
2021-06-01,4883.579240506329,361.1853164556962,1756.4025316455695,822.6491139240507,,,,573779.0
2021-07-01,5657.887272727273,380.29038961038964,2090.6135064935065,889.425974025974,,,,615703.0
2021-08-01,4888.574795081967,370.37243852459017,1850.296618852459,811.1644467213115,,,,611494.0
2021-09-01,2562.3465595178304,128.15921647413361,1093.462079357107,431.68458061275743,,,,567916.0
2021-10-01,3411.264661654135,141.6375939849624,1463.5558897243109,510.96290726817045,,,,595373.0
2021-11-01,2598.750127746551,74.81859989780276,1209.8451711803782,343.9943791517629,,,,576693.0
2021-12-01,4164.79670612455,260.291302110139,1791.4523932063819,588.5136387030366,,,,580238.0
2022-01-01,3672.9476954945626,220.46815121698603,1656.6561367167271,544.7907819782496,,,,563737.0
2022-02-01,3461.0174050632913,225.56856540084388,1415.668776371308,581.2151898734177,,,,519952.0
2022-03-01,4256.501290655653,196.01497160557562,1596.7893649974187,806.2509034589572,,,,590542.0
2022-04-01,4364.754158004158,197.30769230769232,1697.6891891891892,762.7047817047817,,,,580290.0
2022-05-01,4279.255584415584,236.84103896103895,1713.3075324675324,760.4072727272727,,,,602950.0
2022-06-01,4943.348377281947,269.57454361054766,1987.146551724138,826.6648073022312,,,,602057.0
2022-07-01,5270.6623931623935,303.1169871794872,2010.2403846153845,839.8547008547008,,,,618790.0
2022-08-01,4896.174880763116,346.2045574986752,1817.9994700582936,861.0837307896131,,,,613649.0
2022-09-01,3065.5545219638243,143.85064599483204,1249.3038759689923,524.6144702842378,,,,580391.0
2022-10-01,3064.563060686016,117.17994722955144,1257.8448548812664,529.0522427440633,,,,595322.0
2022-11-01,3559.1306878306877,180.92380952380952,1400.1402116402116,633.9037037037037,,,,567507.0
2022-12-01,5719.638874137016,419.3855549654806,2156.0886882634095,842.2703133297929,,,,578321.0
2023-01-01,4597.903208837454,297.69752761704365,1607.7548658600736,959.8348237769595,46.97249775249213,31.954765625000004,8.810591962277392,573877.0
2023-02-01,3482.068550497122,205.35740450026165,1340.1067503924646,606.7613814756672,48.147637344267224,25.425804395604395,9.353845117548358,536229.0
2023-03-01,4883.7689053410895,235.90269698572183,1692.2808038075093,1008.7287149656266,51.86771915060004,34.470490109890115,9.107137930221649,616234.0
2023-04-01,4992.829490616622,262.9501340482574,1720.0836461126005,979.3796246648793,58.58980361518629,22.785348351648352,9.333730160917698,596676.0
2023-05-01,3896.480277185501,172.65405117270788,1491.5335820895523,620.681236673774,65.31026036102229,17.082166666666666,9.514193283375555,616630.0
2023-06-01,6429.056553911205,361.2114164904863,2237.25422832981,1138.8398520084565,70.97968883556082,24.343266304347825,9.374028263309544,613577.0
2023-07-01,7449.823340471092,441.72751605995717,2488.132226980728,1314.8768736616703,76.134388720362,24.41386333333333,9.422548605879033,638995.0
2023-08-01,5316.800643086816,275.13879957127546,1936.5728831725617,828.4694533762058,76.97107785476938,22.948792222222224,9.624308785305198,640236.0
2023-09-01,4120.741969457609,216.35966298051605,1491.1516587677725,813.2048446550816,72.15894714818147,29.809476086956526,9.657660483067305,604715.0
2023-10-01,3310.4742268041236,121.27021161150299,1350.4188822571894,469.67607162235487,63.53350746450273,23.473752173913045,9.507038461887879,635538.0
2023-11-01,2617.1234567901233,100.06280193236715,1093.1019860440151,414.30917874396135,54.59630666345342,14.439249462365593,9.596554918051034,599814.0
2023-12-01,3203.2448657187992,207.83359662980516,1164.800421274355,545.8541337546077,50.90506330242758,27.254913829787238,9.102072721643733,606218.0
2024-01-01,5467.54540654699,570.1752903907075,1750.9825765575501,960.6013727560718,44.08393810960093,24.69899578947368,8.80779986526992,582425.0
2024-02-01,3002.5358104469574,163.48196015078082,1068.0516962843296,636.4345718901454,50.125460630453894,28.124682417582417,9.407163536854574,552691.0
2024-03-01,4784.137801608579,206.4289544235925,1537.3973190348524,1009.3061662198392,54.2230821934474,37.64664285714286,9.347626939065092,628786.0
2024-04-01,4313.51779935275,225.19956850053939,1440.950916936354,858.2686084142395,59.368156416339865,26.720905376344085,9.42234002418197,619920.0
2024-05-01,6762.207457983193,502.9658613445378,1994.844012605042,1346.3518907563025,66.98614624371338,27.98982365591398,9.62590860165456,649428.0
2024-06-01,6057.326742976066,377.7299687825182,2065.0952133194587,1069.4573361082207,73.93860077770853,27.89484456521739,9.649991609076523,651799.0
2024-07-01,8294.970540974826,397.41778253883234,2998.6213176218534,1335.821638993037,75.771937703141,33.11517717391305,9.480568883993447,676807.0
2024-08-01,5981.1652542372885,364.0508474576271,1997.2055084745762,1207.1626059322034,76.18681357217396,21.13399010989011,9.704960432080075,660639.0
2024-09-01,3151.44235924933,152.86434316353888,1201.8396782841824,571.4493297587131,71.9537446121821,27.61056043956044,9.575005738603647,621649.0
2024-10-01,2765.368869936034,91.63859275053305,1171.8965884861407,453.0367803837953,66.00339326920276,7.200448913043479,9.489813520169506,656283.0
2024-11-01,3023.8960554371,162.93017057569296,1099.9424307036247,655.5831556503198,56.303922734232955,16.600066304347827,9.296755423137377,614597.0
2024-12-01,4979.243636363636,381.6903896103896,1675.2664935064936,875.9148051948052,49.67869705884346,19.082104210526314,8.870551270111255,631944.0
2025-01-01,4108.672755741128,373.7980167014614,1446.0318371607516,810.160229645094,,,,599013.0
2025-02-01,4439.873209549071,305.9209549071618,1454.315649867374,983.5007957559682,,,,559577.0
2025-03-01,4878.750652060511,297.83828899321855,1583.681794470527,1037.8748043818466,,,,664932.0
2025-04-01,4690.34745308311,266.9083109919571,1513.1640750670242,1014.8160857908847,,,,644084.0
2025-05-01,6120.090422685928,435.37025147137507,1768.0246120920278,1549.852862493312,,,,667586.0
2025-06-01,7521.808106721395,532.015392508979,2326.3124679322727,1548.2698819907646,,,,674179.0
2025-07-01,8408.67107350608,628.7715494447382,2558.3194077207827,1748.718667371761,,,,696049.0
